Time,Sensor_and_Value
0.417,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = True|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
0.455,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = True|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
0.493,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = True|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
0.531,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = True|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
0.569,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = True|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
0.6070001,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = True|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
0.645,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = True|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
0.683,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = True|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
0.721,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = True|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
0.7590001,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = True|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
0.7970001,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = True|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
0.835,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = True|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
0.873,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = True|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
0.9110001,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = True|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
0.9490001,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = True|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
0.987,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = True|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
1.025,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = True|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
1.063,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = True|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
1.101,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = True|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
1.139,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = True|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
1.177,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = True|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
1.215,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
1.253,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
1.291,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
1.329,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
1.367,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
1.405,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
1.443,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
1.481,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
1.519,manualStartInduction = False|manualStopInduction = False|manualEndInduction = False|camInspectStartInduction = False|camInspectStopInduction = False|camInspectEndInduction = False|codesys1StopInduction = False|codesys1ToRobotino = False|codesys1FromRobotino = False|robotinoIslandSensor = True|robotinoCarrierStop = False|firstIslandRobotino = True|secondIslandRobotino = False|magFrontStartInduction = False|magFrontStopInduction = False|magFrontEndInduction = False|magFrontTop = True|magFrontBottom = False|magBackStartInduction2 = False|magBackStopInduction2 = False|magBackEndInduction2 = False|magBackTop = True|magBackBottom = False|pressStartInduction2 = False|pressStopInduction2 = False|pressEndInduction2 = False|pressPressureN = 0|pressPressTime = 2|pressWorkpieceCheck = False|heatingStartInduction2 = False|heatingStopInduction2 = False|heatingEndInduction2 = False|heatingHeatTime = 5|heatingHeatTemp = 30|heatingCurrentTemp = 0|codesys2StopInduction2 = False|codesys2ToRobotino2 = False|codesys2FromRobotino2 = False|
