Time Since Start,Pressure,Flow,Apparent Power Ext,Apparent Power Int,Active Power Ext,Active Power Int,Reactive Power Ext,Reactive Power Int,World Time
1278,5.476892,0.5931149,35.19989,23.75622,16.78723,12.014673,30.01709,-15.2316,29:30.2
1279,5.476661,0.5926265,35.15468,23.76208,16.72654,12.034698,29.96954,-14.9213,29:31.2
1280,5.476587,0.5926876,35.14904,23.78505,16.61786,11.931068,29.80705,-14.8463,29:32.2
1281,5.47627,0.59342,35.2385,23.72512,16.6286,11.827863,29.95727,-15.347352,29:33.2
1282,5.475977,0.5936643,35.2728,23.7136,16.48442,11.995131,30.00691,-15.052014,29:34.2
1283,5.475501,0.5931149,35.31162,23.68047,16.59063,11.607754,30.06017,-15.1068,29:35.2
1284,5.474634,0.5923214,35.32886,23.69926,16.80527,11.567687,30.02485,-15.2869,29:36.2
1285,5.473926,0.5937863,35.35517,23.7341,16.88011,11.967808,30.14065,-15.35676,29:37.2
1286,5.473755,0.5937863,35.32873,23.73889,16.72789,11.978722,30.08297,-15.2422,29:38.2
1287,5.473535,0.5939694,35.26642,23.7684,16.68213,11.925388,29.94016,-15.14986,29:39.2
1288,5.473633,0.5925656,35.24338,23.75314,16.57845,11.876446,30.05956,-15.2971,29:40.2
1289,5.473755,0.5940914,35.20914,23.77212,16.57494,12.021828,29.96753,-15.1874,29:41.2
1290,5.475281,0.5450772,35.28624,23.79955,16.68306,11.865575,29.84011,-15.0695,29:42.2
1291,5.47677,0.540194,35.24038,23.77221,16.5158,11.561428,30.02023,-14.906473,29:43.2
1292,5.477552,0.5402551,35.26286,23.7164,16.57369,11.46372,30.16296,-14.740218,29:44.2
1293,5.478125,0.5490446,35.30901,23.7073,16.65777,11.979895,30.12402,-15.16621,29:45.2
1294,5.478394,0.540194,35.19941,23.75342,16.59006,11.942521,29.87023,-15.21037,29:46.2
1295,5.478614,0.540194,35.17227,23.7457,16.63548,11.992729,30.03623,-15.107087,29:47.5
1296,5.433008,2.677655,35.11641,23.80242,16.5585,12.063955,30.01842,-15.329216,29:49.1
1297,5.419776,1.26381,35.18899,23.94529,16.61607,12.012655,29.97625,-15.269596,29:49.2
1298,5.442115,0.7772083,35.24369,23.90312,16.86375,11.845342,29.98464,-15.2113,29:50.2
1299,5.460925,0.6547032,35.18746,23.78591,16.65023,11.603848,29.96204,-15.2971,29:51.2
1300,5.469226,0.598181,35.11101,23.74042,16.60861,11.673943,29.82271,-15.28961,29:52.2
1301,5.473706,0.5859123,35.0762,23.73671,16.55356,11.517725,29.91793,-14.94951,29:53.2
1302,5.476563,0.5500825,35.0616,23.73271,16.55569,11.938384,29.76393,-15.12814,29:54.2
1303,5.477844,0.540194,35.08633,23.72941,16.61751,11.935173,29.78186,-15.22425,29:55.2
1304,5.478479,0.540194,35.14208,23.70504,16.54906,11.951517,29.79335,-15.16643,29:56.2
1305,5.479285,0.540194,35.16439,23.72606,16.51592,12.126318,29.96727,-15.13608,29:57.2
1306,5.479553,0.540194,35.07572,23.75172,16.57981,12.114246,29.95235,-15.06101,29:58.2
1307,5.479627,0.540194,35.14535,23.77286,16.5562,11.898752,29.8309,-15.234128,29:59.2
1308,5.479773,0.540194,56.96741,23.71912,50.82122,11.975739,29.38811,-15.16838,30:00.2
1309,5.479529,0.540194,302.8556,23.60411,278.9125,11.692678,29.21651,-15.20855,30:01.2
1310,5.479566,0.540194,503.974,23.59225,494.6204,11.482008,30.58105,-15.427328,30:02.2
1311,5.479541,0.540194,540.999,23.66745,540.9689,11.760046,31.75081,-15.244146,30:03.2
1312,5.479529,0.540194,539.6082,23.69182,539.6409,11.972919,31.58412,-14.98267,30:04.2
1313,5.479261,0.540194,538.7083,23.62102,538.6732,11.946238,31.50925,-15.22665,30:05.2
1314,5.479139,0.5404992,537.8734,23.56864,537.9595,11.899822,31.41427,-15.1844,30:06.2
1315,5.479065,0.540194,537.7211,23.54479,537.7207,11.886008,31.63241,-14.96672,30:07.2
1316,5.479139,0.540194,537.3793,23.58885,537.4047,12.006003,31.5385,-15.048092,30:08.3
1317,5.478845,0.540194,536.6082,23.59969,536.6375,12.086649,31.37486,-15.18681,30:09.2
1318,5.478797,0.5402551,535.7501,23.65925,535.787,11.903881,31.16364,-15.13317,30:10.2
1319,5.478736,0.5400109,535.4726,23.64365,535.4575,12.004147,31.28253,-15.1804,30:11.2
1320,5.478614,0.540194,535.7544,23.60562,535.7497,12.013927,31.34774,-14.91515,30:12.2
1321,5.478553,0.6389604,524.6298,23.13235,535.6463,12.155849,41.47785,-14.6862,30:13.2
1322,5.478492,0.540194,535.9964,23.60911,535.9967,11.703348,31.42919,-15.26933,30:14.3
1323,5.478381,0.540194,536.2367,23.71784,536.2683,11.54017,31.42922,-15.227571,30:15.2
1324,5.478455,0.5404992,536.4663,23.66759,536.4328,11.870946,31.33152,-15.1727,30:16.2
1325,5.478394,0.5403161,536.9036,23.61489,537.0697,11.85879,31.41078,-15.12655,30:17.2
1326,5.478369,0.540194,536.8723,23.56292,536.8922,12.042721,31.48173,-15.10446,30:18.2
1327,5.478369,0.540194,536.6339,23.60504,536.6449,12.045177,31.3212,-15.289651,30:19.2
1328,5.478492,0.540194,536.5316,23.60847,536.5421,11.880091,31.37877,-15.16378,30:20.2
1329,5.478357,0.540194,536.3807,23.6132,536.3953,11.662793,31.42919,-15.12464,30:21.2
1330,5.478272,0.540194,536.482,23.66431,536.5515,11.536716,31.56425,-15.210078,30:22.2
1331,5.478186,0.540194,525.5822,23.21321,536.6545,12.04887,41.64951,-14.724949,30:23.2
1332,5.478101,0.5405602,536.9799,23.63485,536.9452,11.418604,31.50502,-15.3111,30:24.2
1333,5.478198,0.540194,537.1395,23.67125,537.15,11.842568,31.64213,-15.180674,30:25.2
1334,5.478235,0.540194,537.0694,23.68918,537.0651,11.987884,31.47492,-15.10301,30:26.2
1335,5.478211,0.540194,536.9771,23.64372,537.0065,11.929141,31.42922,-15.07388,30:27.2
1336,5.478223,0.540194,536.8137,23.59896,536.8078,11.759941,31.56796,-15.18742,30:28.2
1337,5.478174,0.540194,536.8359,23.61494,536.8399,11.427163,31.5289,-15.201177,30:29.2
1338,5.47815,0.540194,536.6963,23.60552,536.6963,11.83887,31.41848,-15.064034,30:30.2
1339,5.47804,0.5405603,536.8418,23.63593,536.6579,11.931635,31.61097,-15.1009,30:31.2
1340,5.478089,0.540194,536.739,23.64941,536.7495,12.007145,31.5385,-15.184021,30:32.3
1341,5.477991,0.540194,536.7116,23.61738,536.7116,11.703771,31.42915,-15.19788,30:33.2
1342,5.477991,0.540194,525.2168,23.58803,508.9915,11.57046,31.84537,-15.233351,30:34.2
1343,5.478101,0.540194,319.9657,23.64855,281.8399,11.868093,32.03815,-15.07618,30:35.2
1344,5.478089,0.540194,65.23278,23.72544,53.25036,11.8866,30.77122,-15.156208,30:36.2
1345,5.448279,1.684918,35.06392,23.73986,16.59706,12.152309,29.86814,-15.20106,30:37.2
1346,5.417542,1.754808,34.98165,23.66701,16.43226,11.974419,29.60677,-15.25798,30:38.3
1347,5.440003,0.7908806,34.972,23.59674,16.48231,11.884543,29.73762,-15.462297,30:39.2
1348,5.459363,0.6557408,34.95476,23.55462,16.6252,11.971471,29.76823,-14.93137,30:40.2
1349,5.468201,0.6016603,34.92052,23.59127,16.55723,11.729548,29.72242,-14.7784,30:41.2
1350,5.472852,0.5769396,34.89552,23.59722,16.55286,11.507618,29.66621,-15.0648,30:42.2
1351,5.476087,0.5404992,34.88862,23.59452,16.55622,11.92564,29.76346,-15.29053,30:43.2
1352,5.477515,0.540194,35.00834,23.67353,16.39726,11.961656,29.92772,-15.1203,30:44.3
1353,5.478492,0.540194,35.08244,23.8123,16.42386,11.929214,29.96727,-15.076796,30:45.2
1354,5.479053,0.540194,35.08077,23.82293,16.45956,12.013833,29.8802,-15.306165,30:46.2
1355,5.479419,0.540194,35.14924,23.77702,16.67997,12.125625,29.79708,-15.2392,30:47.2
1356,5.47959,0.540194,35.17901,23.75812,16.80078,12.005437,29.90601,-15.1767,30:48.2
1357,5.447168,2.321309,35.14902,23.77192,16.74135,11.855973,29.90714,-15.28238,30:49.2
1358,5.38263,2.68974,35.17858,23.84425,16.59689,12.101327,29.91314,-15.321847,30:50.2
1359,5.413623,1.084173,35.20788,23.91418,16.57039,12.037394,29.9923,-15.292693,30:51.2
1360,5.45,0.7510223,35.15956,23.92048,16.52175,12.10193,29.93292,-15.310295,30:52.2
1361,5.463684,0.648233,35.14483,23.90556,16.57831,12.137051,29.91948,-15.00414,30:53.2
1362,5.471607,0.5936643,35.08077,23.87303,16.61824,11.951107,29.78525,-14.7912,30:54.2
1363,5.475696,0.5701032,35.10537,23.80483,16.52456,12.018976,29.76499,-15.0743,30:55.2
1364,5.477954,0.5403161,35.06946,23.7547,16.62985,11.72659,29.87345,-15.232699,30:56.2
1365,5.479139,0.540255,35.11321,23.76098,16.71022,11.470898,29.95346,-15.3114,30:57.2
1366,5.480273,0.540194,35.24474,23.77431,16.56043,11.871857,29.95582,-15.15018,30:58.2
1367,5.480945,0.540194,35.26179,23.71785,16.53272,12.102495,29.94162,-15.14678,30:59.2
1368,5.480945,0.540194,35.2664,23.67665,16.58943,11.959839,29.95089,-15.195639,31:00.2
1369,5.480884,0.540194,35.301,23.68384,16.62388,12.042117,29.91313,-15.234347,31:01.2
1370,5.480884,0.540194,35.24935,23.72145,16.72427,11.960903,30.09264,-15.12503,31:02.2
1371,5.480591,0.540194,35.22179,23.77183,16.78558,11.810703,30.16345,-15.23572,31:03.2
1372,5.457984,1.441189,35.21474,23.82885,16.52921,11.635861,30.12457,-15.25555,31:04.2
1373,5.418091,1.876335,35.1736,23.85091,16.63647,11.920606,29.93935,-15.187305,31:05.2
1374,5.44303,0.796496,35.14582,23.92562,16.71169,12.059431,29.84498,-15.3049,31:06.2
1375,5.459265,0.6724044,35.1157,23.91074,16.64901,11.987604,29.90704,-15.33814,31:07.2
1376,5.468128,0.6144174,35.10325,23.86121,16.51056,11.813995,30.13943,-15.3095,31:08.2
1377,5.472571,0.5920161,35.0216,23.81966,16.51588,11.631691,29.92332,-15.39168,31:09.2
1378,5.476526,0.5498382,34.94422,23.80463,16.46554,11.653186,29.77463,-15.2408,31:10.2
1379,5.478076,0.540194,34.93614,23.73756,16.46162,11.673378,29.72233,-15.19349,31:11.2
1380,5.479028,0.540194,34.84849,23.7506,16.32444,11.780874,29.66515,-15.25418,31:12.5
0.540194,34.84849,23.7506,16.32444,11.780874,29.66515,-15.254181380.0,5.479028,,31:15.0
0.540194,34.84849,23.7506,16.32444,11.780874,29.66515,-15.254181381.0,5.479676,,31:15.0
0.5405602,34.81988,23.75858,16.44792,11.923252,29.52399,-15.21171381.0,5.479676,,31:15.0
0.5405602,34.81988,23.75858,16.44792,11.923252,29.52399,-15.21171382.0,5.480127,,31:15.0
0.540194,34.77736,23.71707,16.49721,12.016099,29.53227,-15.096561382.0,5.480127,,31:15.0
1382,5.480127,0.540194,34.77736,23.71707,16.49721,12.016099,29.53227,-15.09656,31:15.0
1383,5.480323,0.540194,34.72525,23.70394,16.51586,11.777853,29.60167,-14.91927,31:15.3
1384,5.480286,0.540194,34.67285,23.7065,16.49942,11.446172,29.61294,-15.049081,31:16.2
1385,5.480212,0.5405603,34.57655,23.71939,16.23338,11.802938,29.35671,-15.0076,31:17.2
1386,5.390503,3.746078,34.60758,23.72627,16.33744,11.841998,29.42392,-15.04675,31:18.2
1387,5.410034,1.167796,34.81619,23.88762,16.58482,11.843284,29.65309,-15.37834,31:19.2
1388,5.442176,0.8308612,34.79379,23.87397,16.44293,11.856505,29.52171,-15.4067,31:20.2
1389,5.455933,0.7336262,34.73595,23.78053,16.45562,11.904018,29.55957,-15.1999,31:21.2
1390,5.468164,0.6485381,34.73021,23.77704,16.46529,12.080469,29.54036,-15.1188,31:22.2
1391,5.472937,0.5967772,34.69122,23.77159,16.50675,12.046635,29.52363,-15.2009,31:23.2
1392,5.475977,0.5922603,34.6563,23.79573,16.52379,11.898809,29.43106,-15.23612,31:24.2
1393,5.477197,0.5940914,34.68222,23.8153,16.58041,12.028616,29.53691,-15.16146,31:25.2
1394,5.477942,0.5900629,34.83282,23.84688,16.65883,11.910123,29.48399,-15.2629,31:26.2
1395,5.47804,0.5908564,34.89283,23.77942,16.53243,11.618904,29.571,-15.252838,31:27.2
1396,5.477808,0.593481,34.90509,23.66546,16.55998,11.736572,29.75387,-15.06452,31:28.2
1397,5.477637,0.593359,34.87418,23.71901,16.60538,12.124165,29.73705,-15.14152,31:29.2
1398,5.477308,0.5925655,34.8541,23.73111,16.34533,12.045423,29.69232,-15.17967,31:30.2
1399,5.477039,0.593359,34.86401,23.71101,16.46963,12.013065,29.69826,-15.18172,31:31.2
1400,5.476722,0.5932369,34.80121,23.75054,16.49342,12.10363,29.6539,-15.255023,31:32.2
1401,5.476502,0.5938474,34.707,23.74539,16.4769,11.882796,29.67483,-15.114732,31:33.2
1402,5.476343,0.5931149,34.67386,23.73738,16.39129,11.47079,29.39012,-15.12456,31:34.2
1403,5.476221,0.5947018,34.68483,23.77163,16.45957,11.600739,29.5542,-15.24936,31:35.2
1404,5.47605,0.5940914,34.6694,23.77565,16.4402,11.44832,29.65058,-14.906464,31:36.2
1405,5.475745,0.5934201,34.65969,23.83278,16.56928,11.338458,29.45003,-14.7712,31:37.2
1406,5.475208,0.5965329,34.77237,23.75276,16.48239,11.864223,29.56446,-15.0299,31:38.2
1407,5.474573,0.5970212,34.79867,23.70875,16.32612,12.019718,29.60289,-15.1975,31:39.2
1408,5.473902,0.5931148,34.72714,23.73202,16.32473,11.920635,29.49817,-15.02,31:40.2
1409,5.475257,0.5537446,34.61311,23.75045,16.43939,11.984978,29.42399,-14.9976,31:41.2
1410,5.476905,0.540194,34.60704,23.7117,16.44349,11.898633,29.59988,-15.035761,31:42.2
1411,5.477979,0.540194,34.57152,23.698,16.2667,11.95601,29.36386,-14.990549,31:43.2
1412,5.478553,0.551303,34.56883,23.69406,16.32484,11.904079,29.41253,-15.14731,31:44.2
1413,5.478821,0.540194,34.56339,23.72043,16.44228,11.970475,29.43327,-15.13569,31:45.2
1414,5.479065,0.5404992,34.48314,23.70039,16.3862,11.963254,29.44286,-15.11489,31:46.2
1415,5.439453,2.520661,34.51068,23.67608,16.33119,11.921935,29.32961,-15.09035,31:47.2
1416,5.419898,1.460416,34.49387,23.7476,16.44028,11.990434,29.32857,-15.159245,31:48.2
1417,5.447046,0.7594461,34.45461,23.80505,16.31832,12.016009,29.22717,-14.7916,31:49.2
1418,5.461731,0.6517732,34.32591,23.73549,16.18071,11.94484,29.23749,-14.67772,31:50.2
1419,5.467932,0.6154549,34.25884,23.68432,16.35423,11.97984,29.19807,-14.78857,31:51.2
1420,5.474329,0.5860343,34.21666,23.67276,16.32794,11.876505,29.09016,-15.0508,31:52.2
1421,5.4771,0.5479459,34.34994,23.70695,16.22752,11.543584,29.24478,-15.097136,31:53.2
1422,5.478553,0.540194,34.55807,23.80886,16.43557,11.757027,29.39447,-15.13263,31:54.2
1423,5.479566,0.540194,34.73798,23.81873,16.58807,11.964422,29.571,-15.19797,31:55.2
1424,5.480201,0.5408654,34.79869,23.76035,16.49535,11.96035,29.6375,-15.117222,31:56.2
1425,5.480469,0.540194,34.7793,23.71057,16.25133,11.998617,29.63292,-15.232952,31:57.2
1426,5.480726,0.5403161,34.89582,23.72382,16.41002,12.041512,29.67165,-15.0416,31:58.2
1427,5.480579,0.540194,63.47101,23.80105,65.83631,12.044743,28.96931,-15.00229,31:59.2
1428,5.480518,0.540194,318.4267,23.70593,294.3682,11.712952,29.35093,-15.08279,32:00.2
1429,5.480542,0.540194,538.1616,23.72228,529.1719,11.554438,31.10293,-15.06383,32:01.2
1430,5.480347,0.540194,537.6836,23.73533,537.7227,11.821693,31.38483,-15.1223,32:02.2
1431,5.480225,0.540194,537.2771,23.70175,537.3071,11.918003,31.42898,-15.28098,32:03.2
1432,5.480078,0.5404381,536.7349,23.71953,536.7537,12.057395,31.17502,-15.1576,32:04.2
1433,5.479737,0.540194,536.1162,23.72324,536.1337,12.115481,31.22506,-15.03888,32:05.2
1434,5.479724,0.540194,535.8377,23.66894,535.8087,11.985873,31.27119,-14.78857,32:06.2
1435,5.479651,0.540194,535.7957,23.61762,535.6271,11.911712,31.22784,-14.87533,32:07.2
1436,5.479431,0.540194,535.5825,23.62402,535.5476,11.915339,31.31287,-15.04776,32:08.2
1437,5.479505,0.540194,535.3469,23.67773,535.3573,11.937539,31.42903,-15.0161,32:09.2
1438,5.479248,0.540194,534.9934,23.79664,535.1837,12.050141,31.36926,-15.17631,32:10.2
1439,5.479212,0.5403772,535.0156,23.74092,535.0203,12.044209,31.24737,-15.3201,32:11.2
1440,5.479163,0.540194,534.9339,23.65851,534.8469,11.86465,31.16432,-15.132051,32:12.2
1441,5.478931,0.540194,534.8272,23.629,534.7332,11.623648,31.16802,-15.185586,32:13.2
1442,5.479065,0.540194,534.6209,23.67684,534.62,11.598463,31.34167,-15.149657,32:14.2
1443,5.479017,0.540194,534.6087,23.71911,534.5875,11.674741,31.42892,-15.06076,32:15.2
1444,5.478931,0.540194,534.4842,23.6804,534.4824,11.478567,31.16467,-15.106132,32:16.2
1445,5.478967,0.540194,533.9953,23.6394,533.9592,11.644304,31.23053,-15.013644,32:17.2
1446,5.47887,0.5404992,534.1531,23.58612,534.1394,11.914899,31.33959,-15.13976,32:18.2
1447,5.479004,0.540194,534.2556,23.55211,534.2497,11.993667,31.22934,-14.94709,32:19.2
1448,5.478833,0.540194,534.2132,23.59572,534.2205,11.890703,31.35696,-15.1711,32:20.2
1449,5.47887,0.540194,534.4104,23.61994,534.3226,11.518454,31.42896,-15.130795,32:21.3
1450,5.478858,0.540194,534.887,23.61059,534.8493,11.60303,31.36903,-14.964827,32:22.2
1451,5.478784,0.540194,535.2379,23.60599,535.2244,11.499508,31.24325,-15.22087,32:23.2
1452,5.478699,0.540194,535.3196,23.61814,535.327,11.725568,31.48062,-15.180327,32:24.3
1453,5.478772,0.540194,535.3542,23.67269,535.4488,11.916648,31.41432,-15.11513,32:25.2
1454,5.47865,0.540255,535.3528,23.64367,535.2941,11.900668,31.2943,-15.042721,32:26.2
1455,5.47876,0.540255,535.2632,23.62144,535.1536,11.94098,31.09287,-15.133378,32:27.3
1456,5.478711,0.540194,535.2395,23.61162,535.2294,11.54297,31.21331,-15.161716,32:28.2
1457,5.478675,0.540194,535.3729,23.61651,535.3768,11.574915,31.47921,-15.13614,32:29.2
1458,5.478736,0.540194,535.3888,23.57934,535.4731,11.856217,31.37776,-15.06657,32:30.2
1459,5.478748,0.5404381,535.3914,23.59145,535.4022,11.810202,31.3307,-15.17225,32:31.2
1460,5.478614,0.5404992,535.4559,23.63872,535.4513,11.537697,31.35664,-15.2761,32:32.2
1461,5.478723,0.540194,521.0573,23.63831,507.2828,11.612173,31.95384,-15.18441,32:33.3
1462,5.478723,0.540194,298.6853,23.69107,262.0126,11.963784,31.8521,-15.079124,32:34.2
1463,5.4724,1.369529,40.50372,23.74577,21.84386,11.64032,30.02803,-15.123214,32:35.2
1464,5.42135,2.254838,34.92214,23.81229,16.56957,11.529724,29.62986,-15.279227,32:36.2
1465,5.432923,0.8655921,34.87566,23.97022,16.54952,11.638854,29.80785,-15.1641,32:37.5
1466,5.454053,0.7091495,34.89125,23.8526,16.59118,11.817452,29.51943,-15.17175,32:39.1
1467,5.464136,0.6351096,34.90138,23.77117,16.58206,11.885303,29.59372,-15.3082,32:39.3
1468,5.470581,0.6004393,34.9054,23.77099,16.50286,11.844638,29.62561,-15.09559,32:40.2
1469,5.475745,0.5556979,34.97016,23.80369,16.51751,12.113496,29.66576,-15.0976,32:41.2
1470,5.477674,0.540194,34.93956,23.75634,16.46637,12.078573,29.6588,-15.167022,32:42.2
1471,5.478931,0.540194,34.92072,23.74996,16.45122,11.902213,29.60552,-15.14052,32:43.2
1472,5.479676,0.540194,34.86081,23.72539,16.54026,11.963892,29.7428,-15.227002,32:44.2
1473,5.480164,0.5404992,34.88828,23.69875,16.33064,11.641627,29.72205,-15.2487,32:45.3
1474,5.480262,0.5404381,34.91813,23.72556,16.39671,11.558192,29.62865,-15.0439,32:46.2
1475,5.480493,0.540194,34.97744,23.74284,16.49916,12.093601,29.84319,-15.10199,32:47.2
1476,5.443408,2.166819,35.00844,23.7008,16.37259,12.062222,29.89555,-15.208528,32:48.2
1477,5.380689,2.47476,34.95187,23.83639,16.53932,11.982658,29.63762,-15.214646,32:49.2
1478,5.426868,0.9376794,34.94536,23.95086,16.53099,11.942806,29.67407,-15.2338,32:50.2
1479,5.450305,0.7526701,34.98284,23.82036,16.56456,11.928204,29.92999,-15.1433,32:51.2
1480,5.464148,0.6488434,35.03792,23.73218,16.64184,11.536278,29.90801,-15.3417,32:52.2
1481,5.472815,0.59342,35.05828,23.744,16.5406,11.735634,29.88411,-15.150654,32:53.2
1482,5.476856,0.5664408,35.02891,23.78812,16.54335,11.663807,29.70865,-15.1763,32:54.2
1483,5.478943,0.540133,35.05278,23.75808,16.56554,11.342576,29.86152,-15.31939,32:55.2
1484,5.480615,0.540194,35.07447,23.73821,16.55687,11.756796,29.95208,-15.31456,32:56.2
1485,5.481177,0.540194,35.07916,23.74278,16.57035,11.606335,29.81594,-15.1797,32:57.2
1486,5.481421,0.540194,35.10438,23.70719,16.6573,11.639242,29.69769,-15.115678,32:58.2
1487,5.481385,0.5403161,35.09698,23.76198,16.6148,12.007687,29.82157,-15.22753,32:59.2
1488,5.481421,0.540194,35.105,23.73383,16.52608,12.017081,29.90245,-15.217804,33:00.2
1489,5.481348,0.540194,35.09825,23.73587,16.61791,11.836861,29.96867,-15.12058,33:01.2
1490,5.481323,0.540194,35.09483,23.76069,16.53334,11.951724,29.85237,-15.15138,33:02.2
1491,5.438098,2.487029,35.0975,23.72111,16.51593,11.926167,29.85764,-15.34747,33:03.3
1492,5.426697,1.84954,35.0763,23.81553,16.5314,11.590045,29.84089,-15.359613,33:04.2
1493,5.450537,0.7486418,35.07818,23.9121,16.45418,11.819869,29.80854,-15.26672,33:05.2
1494,5.463342,0.6457305,35.12655,23.81257,16.5434,11.834635,29.78286,-15.28426,33:06.2
1495,5.471045,0.6012939,35.11009,23.79597,16.82471,11.529785,29.76918,-15.1383,33:07.2
1496,5.475318,0.5787707,35.03632,23.81394,16.53864,11.354432,29.74162,-15.0237,33:08.2
1497,5.477722,0.5488615,34.87864,23.75666,16.47406,11.533723,29.81378,-15.1333,33:09.2
1498,5.478931,0.540194,34.74447,23.75479,16.44018,11.795122,29.64767,-15.15159,33:10.2
1499,5.480212,0.5403161,34.63265,23.76286,16.31993,11.910662,29.47133,-15.2194,33:11.2
1500,5.48097,0.540194,34.6846,23.75831,16.44633,11.897029,29.43176,-15.030033,33:12.2
1501,5.481031,0.540194,34.75036,23.73086,16.57655,12.014369,29.58522,-15.16529,33:13.2
1502,5.481104,0.540194,34.8447,23.7333,16.47529,11.948404,29.60804,-15.171016,33:14.2
1503,5.481104,0.5404992,34.88294,23.69643,16.23626,11.893493,29.59059,-15.0372,33:15.2
1504,5.446887,3.097661,34.8655,23.69842,16.36911,11.880309,29.6018,-15.133405,33:16.2
1505,5.38346,1.571263,34.74919,23.88059,16.5582,12.006448,29.525,-15.331664,33:17.2
1506,5.429492,0.944943,34.69034,23.94294,16.49035,12.042093,29.53966,-15.332,33:18.2
1507,5.452881,0.7621314,34.70346,23.83857,16.50333,11.628552,29.40955,-15.1231,33:19.2
1508,5.46471,0.6714887,34.65613,23.79061,16.30719,11.634814,29.47508,-14.63752,33:20.2
1509,5.47146,0.6229628,34.59008,23.76139,16.33148,11.918061,29.45191,-14.77024,33:21.2
1510,5.474756,0.5943356,34.63436,23.80036,16.45135,11.950907,29.37514,-15.1684,33:22.2
1511,5.477369,0.5925045,34.70228,23.81617,16.5147,11.915943,29.46666,-15.2184,33:23.2
1512,5.478333,0.5914057,34.68633,23.78076,16.43141,11.603639,29.54929,-15.2239,33:24.2
1513,5.478772,0.5889641,34.72112,23.74824,16.35536,11.650337,29.4909,-15.25263,33:25.2
1514,5.478577,0.593298,34.68813,23.72032,16.31738,11.902069,29.5372,-15.172138,33:26.2
1515,5.478455,0.5940914,34.6679,23.74984,16.4189,12.049474,29.33044,-15.022846,33:27.2
1516,5.478162,0.59342,34.72223,23.78403,16.56247,11.944633,29.40578,-15.067797,33:28.2
1517,5.477564,0.5937862,34.87169,23.80014,16.48661,11.950757,29.73203,-15.2145,33:29.2
1518,5.477051,0.5927486,34.97587,23.81847,16.46729,12.12748,29.6865,-15.188866,33:30.2
1519,5.476514,0.5936642,34.8674,23.82911,16.367,11.868146,29.68915,-15.122501,33:31.2
1520,5.476062,0.5937252,34.87575,23.83462,16.44253,11.880466,29.8034,-15.27403,33:32.2
1521,5.475928,0.5939083,34.92605,23.76789,16.54509,12.066353,29.68541,-15.1762,33:33.2
1522,5.475867,0.5927487,35.00201,23.73919,16.72857,11.890846,29.69832,-15.2532,33:34.2
1523,5.475904,0.5930538,35.08217,23.76486,16.71756,11.550323,29.86011,-15.1663,33:35.2
1524,5.475843,0.5928096,35.03904,23.80747,16.54719,11.879111,29.90415,-15.2751,33:36.2
1525,5.475843,0.5943967,35.02279,23.83492,16.42798,11.996007,29.79945,-15.3931,33:37.2
1526,5.475611,0.5939693,34.96306,23.78147,16.24602,12.005852,29.79738,-15.1408,33:38.2
1527,5.476074,0.5657694,34.93955,23.71539,16.50601,12.087283,29.71791,-15.1198,33:39.2
1528,5.477075,0.540194,35.01009,23.68099,16.63064,11.985339,29.85949,-15.12216,33:40.2
1529,5.478626,0.540194,35.07861,23.74122,16.6013,11.666804,29.8322,-15.178278,33:41.2
1530,5.479541,0.5483733,35.05022,23.79871,16.76933,11.647758,29.78762,-15.1234,33:42.2
1531,5.479492,0.540194,35.10516,23.75864,16.62957,12.071632,29.78415,-15.2577,33:43.2
1532,5.479944,0.540194,35.12166,23.72124,16.54781,11.947803,29.81551,-15.25717,33:44.2
1533,5.455664,1.72325,35.16814,23.72378,16.74813,11.929002,29.93373,-15.119338,33:45.2
1534,5.422778,1.778185,35.14809,23.80073,16.74519,11.988496,29.95385,-15.2378,33:46.3
1535,5.437073,0.8269549,35.14678,23.88322,16.78523,12.119081,30.01423,-15.427,33:47.2
1536,5.458167,0.6739304,35.17474,23.84074,16.63765,11.981357,29.96163,-15.2534,33:48.2
1537,5.468091,0.6160044,35.06588,23.75683,16.51582,12.132053,29.91851,-15.3517,33:49.2
1538,5.473865,0.5913447,35.03128,23.71232,16.58854,11.978154,29.78856,-15.2368,33:50.2
1539,5.47699,0.5506318,35.07889,23.77946,16.64841,11.611783,29.81274,-15.21526,33:51.2
1540,5.47854,0.5408044,35.04643,23.84254,16.49429,11.588539,29.72889,-15.20033,33:52.3
1541,5.479676,0.5403161,35.01412,23.87217,16.49445,11.843182,29.81945,-15.2531,33:53.2
1542,5.480787,0.540194,35.02327,23.81551,16.63501,12.017975,29.83984,-15.17065,33:54.2
1543,5.481153,0.540194,34.98238,23.77214,16.5566,11.998845,29.76801,-15.172184,33:55.2
1544,5.48136,0.540194,34.94893,23.79678,16.4511,12.002754,29.65107,-15.367309,33:56.2
1545,5.481201,0.540194,40.28885,23.83354,25.01895,11.933059,29.73597,-15.36313,33:57.2
1546,5.481067,0.540194,208.7713,23.77106,209.8508,11.645921,29.12236,-15.15226,33:58.2
1547,5.481006,0.540194,433.8446,23.76074,427.348,11.572113,29.80819,-15.022339,33:59.2
1548,5.480945,0.540194,539.3762,23.73913,539.4257,11.506264,31.44609,-15.13596,34:00.2
1549,5.480896,0.540194,538.1742,23.6396,538.2219,11.149436,31.5288,-14.652377,34:01.2
