Order Number,Carrier ID,Actual Heat,Target Heat,Actual Time,Target Time,Full Station Time,World Time
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:28.036502
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:28.278146
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:28.520791
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:28.774467
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:29.035159
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:29.279811
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:29.536493
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:29.795181
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:30.037827
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:30.290500
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:30.545177
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:30.795844
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:31.046511
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:31.293167
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:31.538821
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:31.788485
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:32.040154
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:32.284805
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:32.539483
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:32.789147
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:34.185862
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:34.188871
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:34.391410
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:34.648093
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:34.886727
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:35.131378
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:35.383050
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:35.627699
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:35.869340
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:36.123017
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:36.374686
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:36.620340
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:36.872008
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:37.115658
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:37.358303
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:37.601950
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:37.856629
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:38.097268
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:38.350944
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:38.597599
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:38.841248
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:39.083894
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:39.327542
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:39.573195
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:39.815840
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:40.059489
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:40.305142
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:40.556811
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:40.799458
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:41.051127
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:41.300791
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:41.548450
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:41.789090
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:42.044770
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:42.285411
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:42.530062
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:42.774713
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:43.029389
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:43.274040
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:43.517690
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:43.773370
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:44.034063
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:44.277711
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:44.529381
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:44.775033
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:45.018682
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:45.271354
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:45.514000
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:45.759653
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:46.011324
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:46.263996
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:46.506640
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:46.756305
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:46.993937
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:47.238588
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:47.489255
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:47.736914
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:47.977553
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:48.220201
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:48.462846
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:48.708498
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:48.961171
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:49.203817
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:49.447465
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:49.693118
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:49.934763
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:50.187433
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:50.431083
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:50.683754
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:50.927402
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:51.175061
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:51.425728
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:51.670378
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:51.914027
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:52.155669
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:52.398315
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:52.643969
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:52.894636
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:53.143298
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:53.393965
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:53.640620
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:53.890284
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:10:54.144963
