250.0,5.459729,0.540194,36.19316,23.87347,17.08799,11.767124,30.97235,-15.531193,2020-09-08 12:01:07.507099
251.0,5.459766,0.540255,36.22934,23.78872,17.03757,11.537527,30.83766,-15.398596,2020-09-08 12:01:08.506715
253.0,5.459815,0.5406213,36.10708,23.72653,16.96137,11.915708,30.88583,-15.31404,2020-09-08 12:01:10.506948
254.0,5.459815,0.5403161,36.16518,23.74175,16.93503,12.058842,30.78625,-15.32938,2020-09-08 12:01:11.510573
255.0,5.459754,0.5403161,36.16287,23.69414,17.00976,11.889718,30.90664,-15.17915,2020-09-08 12:01:12.524226
258.0,5.459729,0.540194,36.10991,23.63769,16.94718,11.740452,30.96777,-15.291073,2020-09-08 12:01:15.507028
260.0,5.459766,0.540194,36.13797,23.73769,16.95417,11.795603,30.89909,-15.418465,2020-09-08 12:01:17.513277
262.0,5.459766,0.540194,36.11438,23.73932,17.02461,11.878016,30.80592,-15.507068,2020-09-08 12:01:19.507494
264.0,5.459754,0.540194,36.18532,23.70743,16.95004,12.152338,30.81161,-15.310053,2020-09-08 12:01:21.504719
265.0,5.459717,0.5403161,36.1773,23.69896,16.93865,11.910098,31.07807,-15.300399,2020-09-08 12:01:22.506339
267.0,5.459705,0.540255,36.09211,23.69206,16.95096,11.554073,30.74073,-15.212595,2020-09-08 12:01:24.525623
268.0,5.459766,0.5408044,36.01749,23.75082,16.90595,11.627006,30.75865,-15.38597,2020-09-08 12:01:25.519221
269.0,5.459741,0.5404992,36.00417,23.79169,16.92316,12.023826,30.62095,-15.15542,2020-09-08 12:01:26.506805
272.0,5.459778,0.540255,35.94207,23.79908,16.86401,11.577279,30.61601,-15.300493,2020-09-08 12:01:29.505680
273.0,5.459693,0.540194,35.91076,23.79255,16.89854,11.568515,30.67807,-15.416457,2020-09-08 12:01:30.540406
274.0,5.459693,0.540194,35.89002,23.79154,16.97173,12.065151,30.85931,-15.255787,2020-09-08 12:01:31.505951
275.0,5.459766,0.540194,35.81822,23.79239,16.87042,11.984921,30.73559,-15.331043,2020-09-08 12:01:32.506588
278.0,5.459778,0.6385942,34.70636,23.24454,17.25517,12.334002,30.2359,-14.789193,2020-09-08 12:01:35.518524
279.0,5.459729,0.5403161,35.71317,23.70669,16.88228,12.00722,30.47512,-15.401658,2020-09-08 12:01:36.510136
280.0,5.459656,0.540194,35.72048,23.70644,16.81023,12.059469,30.61828,-15.171515,2020-09-08 12:01:37.506762
282.0,5.459632,0.5403772,35.82311,23.6653,16.81931,12.047969,30.68396,-15.296516,2020-09-08 12:01:39.511044
286.0,5.451599,1.465849,35.88982,23.73016,16.93697,11.968327,30.76971,-15.215819,2020-09-08 12:01:43.507575
288.0,5.415601,0.8812183,35.85621,23.8858,16.81483,12.131186,30.55042,-15.207222,2020-09-08 12:01:45.506841
289.0,5.436866,0.7488251,35.82484,23.77424,16.8358,12.082319,30.55871,-15.429993,2020-09-08 12:01:46.505473
290.0,5.448816,0.6652018,35.72408,23.69107,16.88276,11.884845,30.49378,-15.27039,2020-09-08 12:01:47.506110
292.0,5.458582,0.5922603,35.75097,23.72947,16.91707,11.947563,30.74622,-15.19372,2020-09-08 12:01:49.510391
293.0,5.460376,0.5902462,35.80055,23.70253,16.75152,11.549039,30.50093,-15.21713,2020-09-08 12:01:50.507017
294.0,5.461243,0.5905513,35.82995,23.70378,16.78936,11.755184,30.52094,-15.22072,2020-09-08 12:01:51.508656
295.0,5.461805,0.5766344,35.89247,23.69068,16.94606,12.008914,30.6969,-15.300726,2020-09-08 12:01:52.505282
296.0,5.462146,0.5404381,35.93423,23.74615,16.98247,11.930545,30.6294,-15.437689,2020-09-08 12:01:53.507923
297.0,5.462085,0.540194,35.92013,23.76141,16.98197,11.843367,30.58349,-15.296909,2020-09-08 12:01:54.535632
298.0,5.46189,0.6386308,35.87649,23.28348,17.02404,11.541039,30.74629,-15.156907,2020-09-08 12:01:55.508194
299.0,5.461585,0.540194,35.86267,23.80024,16.99985,11.678664,30.72974,-15.326651,2020-09-08 12:01:56.508831
302.0,5.415881,0.9713117,35.90575,23.86054,16.9387,11.401233,30.68654,-15.238341,2020-09-08 12:01:59.507732
302.0,5.415881,0.9713117,35.89966,23.82663,16.90707,11.59674,30.59465,-15.243505,2020-09-08 12:02:00.519398
304.0,5.448401,0.6975526,35.88147,23.80163,16.87209,11.835802,30.66649,-15.28602,2020-09-08 12:02:01.507001
306.0,5.459546,0.5961058,35.74267,23.71598,16.8075,11.506011,30.52949,-15.275369,2020-09-08 12:02:03.505266
307.0,5.46073,0.5905513,35.78922,23.72854,16.91622,11.947614,30.66253,-15.294572,2020-09-08 12:02:04.505902
308.0,5.461389,0.5912838,35.77247,23.77437,16.81443,11.957916,30.56822,-15.19950,2020-09-08 12:02:05.507542
309.0,5.461377,0.591528,35.81915,23.82898,16.96567,11.582911,30.59791,-15.417728,2020-09-08 12:02:06.518204
310.0,5.460755,0.5941525,35.84892,23.78163,16.83799,11.806959,30.64472,-15.32612,2020-09-08 12:02:07.507812
312.0,5.459534,0.5972044,35.90224,23.7229,16.76745,11.939745,30.67719,-15.277484,2020-09-08 12:02:09.505074
314.0,5.458277,0.6236953,36.01772,23.74045,17.01188,12.096077,30.79181,-15.41461,2020-09-08 12:02:11.510358
315.0,5.457446,0.6431667,35.95514,23.75918,17.02587,11.910809,30.80791,-15.15065,2020-09-08 12:02:12.508989
318.0,5.456128,0.6467071,36.03731,23.71233,16.9103,11.559357,30.62996,-15.254007,2020-09-08 12:02:15.506888
319.0,5.455603,0.6511019,35.95653,23.74304,16.87341,11.194695,30.82138,-15.20385,2020-09-08 12:02:16.504518
321.0,5.45459,0.6541538,36.08953,23.72715,17.10751,12.043614,30.81797,-15.368778,2020-09-08 12:02:18.513812
324.0,5.453797,0.6532993,36.07987,23.77046,16.95811,12.018988,30.92197,-15.38199,2020-09-08 12:02:21.507700
325.0,5.453882,0.6539707,35.99358,23.73394,16.96181,11.900204,30.68057,-15.41829,2020-09-08 12:02:22.506331
326.0,5.454627,0.6048343,35.96073,23.71512,16.88917,11.977011,30.85868,-15.24486,2020-09-08 12:02:23.505966
327.0,5.4573,0.5793811,35.98639,23.71054,16.84419,12.010979,30.89256,-15.2863853,2020-09-08 12:02:24.596839
27.0,5.4573,0.5793811,35.98639,23.71054,16.84419,12.010979,30.89256,-15.28638532,2020-09-08 12:02:24.600851
7.0,5.4573,0.5793811,35.98639,23.71054,16.84419,12.010979,30.89256,-15.286385327,2020-09-08 12:02:24.603860
.0,5.4573,0.5793811,35.98639,23.71054,16.84419,12.010979,30.89256,-15.286385327.,2020-09-08 12:02:24.606869
0,5.4573,0.5793811,35.98639,23.71054,16.84419,12.010979,30.89256,-15.286385327.0,2020-09-08 12:02:24.611881
327.0,5.4573,0.5793811,35.98639,23.71054,16.84419,12.010979,30.89256,-15.2863853,2020-09-08 12:02:24.757262
27.0,5.4573,0.5793811,35.98639,23.71054,16.84419,12.010979,30.89256,-15.28638532,2020-09-08 12:02:24.760271
7.0,5.4573,0.5793811,35.98639,23.71054,16.84419,12.010979,30.89256,-15.286385327,2020-09-08 12:02:24.763278
